NUM_PLAYERS,ROUND_NUM,CLASS,,NP / RN,NP / MAX_S,E > F,TEST,PROB,NUM_TABLES,NUM_MAX_TABLES,NUM_MIN_TABLES,MAX_SEATS_PER_TABLE,MIN_SEATS_PER_TABLE
22,4,NONE_CONVERGED,FALSE,5.5,5.5,FALSE,TRUE,0,6,4,2,4,3
22,5,NONE_CONVERGED,FALSE,4.4,5.5,FALSE,TRUE,0,6,4,2,4,3
22,6,NONE_CONVERGED,FALSE,3.66666666666667,5.5,FALSE,TRUE,0,6,4,2,4,3
23,2,ALL_CONVERGED,TRUE,11.5,5.75,TRUE,TRUE,1,6,5,1,4,3
23,4,NONE_CONVERGED,FALSE,5.75,5.75,FALSE,TRUE,0,6,5,1,4,3
23,5,NONE_CONVERGED,FALSE,4.6,5.75,FALSE,TRUE,0,6,5,1,4,3
23,6,NONE_CONVERGED,FALSE,3.83333333333333,5.75,FALSE,TRUE,0,6,5,1,4,3
24,2,ALL_CONVERGED,TRUE,12,6,TRUE,TRUE,1,6,6,0,4,3
24,4,NONE_CONVERGED,FALSE,6,6,FALSE,TRUE,0,6,6,0,4,3
24,5,NONE_CONVERGED,FALSE,4.8,6,FALSE,TRUE,0,6,6,0,4,3
24,6,NONE_CONVERGED,FALSE,4,6,FALSE,TRUE,0,6,6,0,4,3
